,Unnamed: 0,overall,reviewTime,reviewerID,asin,reviewerName,reviewText,unixReviewTime,vote,title,main_cat,price,Date,stockReturn
439,1267,4,"04 26, 2018",ABQEKKRD6WZFA,B00B4F0LZ4,matt8386,"My wife and I have both tried this shower gel. We agree it washes clean and leaves skin softer. I thought it had a very mild scent, she thought it was scentless - She prefers a heavier scent. Bottom line - it washes well, rinses clean, very mild to no odor. So, great shower gel for men or those who prefer mild scent, just ok if you want a heavier scent so we compromised at a 4 rating.",1524700800,,Atoderm Shower Gel 3.33 fl oz,Luxury Beauty,$9.90,2018/04/26,0.001113625003076133
440,1268,5,"04 25, 2018",A31AVXMESQRQAC,B00B4F0LZ4,Bruce and Kathy O&#039;Gorman,"I have very dry, itchy skin in the months when we run heat in our home. This shower gel provides moisture and leaves skin feeling soft and soothed. I also use this as hand soap on the sink. I highly recommend this if dry skin is a problem for you. It has a clean scent with no perfume smell.",1524614400,,Atoderm Shower Gel 3.33 fl oz,Luxury Beauty,$9.90,2018/04/25,0.010434204752046693
441,1269,5,"04 23, 2018",A16AXQ11SZA8SQ,B00B4F0LZ4,MamaBear007,"I've got ultra sensitive skin, and until Bioderma, the only bath gel I could use was Boudreaux's Butt Bath Gentle Cleansing Gel.  Bioderma is as gentle on my skin as the Boudreaux's, and it cleans as well.  I'm thrilled to have found another bath product I can use.",1524441600,,Atoderm Shower Gel 3.33 fl oz,Luxury Beauty,$9.90,2018/04/23,-0.013380561466416821
442,1270,5,"04 22, 2018",A2KWQ64TRHB3YH,B00B4F0LZ4,Israel Drazin,"There is lots of gel in this bottle, I like it. It is very easy to use. A little goes a long way; it creates lots of suds. It is very gentle to my skin. I can feel that it is moisturizing my skin. It has a subtle very pleasant odor that lasts for more than an hour, pleasant for men and women. One can use it in the shower, as is advertised, or place it by the sink and use it as a soap to wash one's hands.",1524355200,,Atoderm Shower Gel 3.33 fl oz,Luxury Beauty,$9.90,2018/04/22,5.623151071356609e-05
443,1271,5,"04 9, 2018",ARKPBV91DYWZF,B00B4F0LZ4,Dreamer13,Really gentle and nice.  Light fragrance.  Nice lather too.,1523232000,,Atoderm Shower Gel 3.33 fl oz,Luxury Beauty,$9.90,2018/04/09,0.016726953754064904
444,1272,4,"05 17, 2018",A2ZY3S7SD3QO8Z,B00B95PWFS,Anonymous,"This hydrating foundation product from La Roche-Posay is as high-quality as their brand would lead you to expect, and while it's expensive it might be worth the price. It feels creamy but not greasy and applies easily  and a little goes a long way. Nice consistent shade and a long life once applied, with no heavy feel on the skin, make it a good choice, even despite the pricing.",1526515200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/17,-0.0026321948980256187
445,1273,4,"05 17, 2018",A1W4F91DH3XPB2,B00B95PWFS,M. Kelly,"I love Roche-Posay products. This new foundation is great. Easy to apply, blends in easily, non-greasy. My skin looked moist (not matted) and overall happy with the product. I am disappointed in the color however, seemed a little darker than what I normally would wear (despite the color showing in the ad). Please keep that in mind when ordering this. I really don't think I can use it anymore because of the color.",1526515200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/17,-0.0026321948980256187
446,1274,5,"05 14, 2018",A2W9I628I6SE1U,B00B95PWFS,Kort,"My wife doesn't usually wear foundation as we live in the humid south. However, the La Roche-Posay Toleriane Teint Hydrating Liquid Foundation goes on light and feels soothing and cooling to the skin. This is not a heavy foundation, but a light cover up that helps even out skin tones. My wife loves how natural it looks and feels.

A small amount blends nicely without feeling as though it's clogging up pores and it stands up to warmer sub-tropic temps and humidity without melting off her face. She primarily uses it as a spot foundation especially on dry patches. The foundation feels nourishing and does not irritate her skin. Overall, this is a quality foundation that feels good and stands up to Florida conditions.

~ Kort",1526256000,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/14,-0.0068421404110903085
447,1275,4,"05 14, 2018",A36U7QMYILRLSW,B00B95PWFS,Esmeralda344,"The La Roche-Posay teint hydrating liquid did not irritate my skin and was easy to blend.  It blended with brush, beauty blender, and fingers easily.  I liked the smooth feel of the foundation on my face during application.  I found that it did not really feel dry after application and felt like I had a heavy moisturizer on my face that did not absorb well.  To counter this feeling I applied powder and found that I had to do that in order to feel comfortable and also to keep the foundation from creasing in my nose and from separating on my face.  I prefer liquid foundation to include an SPF even though I wear an SPF under a foundation.  I liked that after blending that my skin looked sun-kissed.  I felt that this was more like a tan colored foundation the medium beige.  I needed a lot of this foundation in order to blend it properly.  I would order a lighter color even for summer.",1526256000,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/14,-0.0068421404110903085
448,1276,2,"05 13, 2018",A3T7V207KRDE2O,B00B95PWFS,SMXSteve,"This product was hard to review because of the color.  It wasn't so much that it was too dark for my tone, but very orange.  I'm not sure what type of skin you would have to be able to use this.  The formula felt nice, but it was just too orange for my skin.",1526169600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/13,0.0008834895171134933
449,1277,4,"05 11, 2018",A2KS0FVY2CNJ8M,B00B95PWFS,Michael O.,"As other reviewers are saying the Honey Beige shade is darker and more reddish than shown on the Amazon page. Used very sparingly, my girlfriend is able to blend this so it didn't look quite so dark on her skin. She likes that it's fragrance-free and didn't cause any irritation. Because she had to use so little, coverage wasn't that great but it still looked pretty good. It's expensive, so not really sure if we'll be buying this again. If we do it will be in a much lighter shade. We recommend you evaluate these in person to get the right shade for your skin.

**** 4 STARS - CONDITIONAL RECOMMENDATION ****",1525996800,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/11,0.0008834895171134933
450,1278,3,"05 10, 2018",AWCJ12KBO5VII,B00B95PWFS,Michael L. Knapp,My wife thinks that this an ok product but not good enough to replace the product that she has been using for years. She will finish the tube and if her opinion changes by then I will update this review,1525910400,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/10,0.0017075957958787255
451,1279,4,"05 9, 2018",A2WW57XX2UVLM6,B00B95PWFS,Talvi,"I was worried when I received the bottle that the color would be too dark - based on the outside of the bottle.  But once applied, it went on nicely and the tone was right for my skin (no watermark line at the chin).  A little goes a long way and it didn't feel oily or thick once applied.  I typically use loose powder with my foundation and the powder adhered nicely to it, giving that matte finish I seek.  Of note is that it was very yellow on my skin - not a golden yellow but a sallow yellow.  I had to add powder to knock back the yellow.",1525824000,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/09,0.0093706436136782
452,1280,4,"05 8, 2018",A5X1B2HBQUR3P,B00B95PWFS,Vikram Ramanathan,"This foundation is suitable for normal, sensitive as well as dry skin types.
It matches my skin tone and suits me well.
Instructions say to apply foundation with fingertips in a circular motion from the center of face outward.
It provides good coverage. The skin feels smooth and creamy after application.
This liquid foundation hydrates the skin.
It did not create any reaction to my sensitive skin after applying.",1525737600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/08,0.009682220184441566
453,1281,4,"05 8, 2018",A1E3TWWRB1Q7CS,B00B95PWFS,Mrs. B,"I definitely agree with the other reviews; get a shade or two lighter than you think you need. The color is significantly darker than it appears online.

However the formula itself is a dream. When a face makeup categorizes itself as being for normal to dry I usually find it to be too oily for my combination skin. Not so with Toleriane Teint! Its the perfect glow without being greasy. I love it for those days when you want a no-makeup, makeup look. I loved the sheer coverage and it didn't make my somewhat sensitive skin breakout.",1525737600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/08,0.009682220184441566
454,1282,5,"05 8, 2018",A11OTLEDSW8ZXD,B00B95PWFS,Connie (She who hikes with dogs),"The Honey Beige is a bit too dark for my skin, but in the summer it's not as noticeable. I will not downgrade this product because of that. The liquid comes out evenly and applies easily, evening out my skin's tone.  It's non irritating and non-fragranced.  This product reminds me of DermaBlend and how it reacts to my skin.

The skin looks fresh for several hours after application when indoors.",1525737600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/08,0.009682220184441566
455,1283,4,"05 8, 2018",A3P8ZDHC7XSKSE,B00B95PWFS,Ravenskya,"So when this arrived I thought ""OH NO! there is no way this will match my skin"" because the bottle was much lighter and more pink.  However the product inside doesn't look anything like the color of the bottle.  So you really need to sample this before buying.

I was super lucky in that this actually DID match my skin.  I have been using it for about a month now and I really like it.  I normally wear a Lancome liquid foundation and I have found that this one is a bit thicker and seems to stay on a bit longer.

My only other qualm with this makeup is that the way the bottle is designed - a tiny squeeze and you have enough foundation for 3 days.  I wish they would rethink the bottle a bit.  I do like that it's a squeeze bottle, however I wish the opening were a bit smaller so that I could get the exact amount I want out of it.

I would purchase this again.",1525737600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/08,0.009682220184441566
456,1284,2,"05 5, 2018",A1CEG62GJ3BI5U,B00B95PWFS,datura2002,"This La Roche-Posay Toleriane Teint in ""Golden Beige"" is darker in tint than I expected.  It dispenses and applies easily, but there's a strong alcohol smell and it feels tight and drying if you have dry skin.  It's definitely not hydrating as advertised and like other reviewers have mentioned, it feels chalky.  The primary ingredient, after water, is silcone (dimethicone), which I don't think is ideal since it can feel heavy.  Also, there's no SPF.

I found the coverage kinda of grainy, too.  I like that this is made in France, but I don't see any other reason to get this when there are other mid-market and drugstore options that are better.",1525478400,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/05,0.003457945524821214
457,1285,4,"05 5, 2018",A2TBZAC0XYHLIB,B00B95PWFS,Mary,"I love this easy to apply formula that is very buildable.  It is more moisturizing that a lot of brands, so if you have dry, easily irritated skin like me, you are going to love this foundation. I have found that I don't need additional creams while using this.  I use a sunscreen and then a light primer with silicone and this just glides on.  It does not transfer easily nor does it wear weird.  It does not fall into your creases but seems to float on top.  Yes, it is a bit pricier than a lot of foundations but a little goes a long way and a tube can last me 2-3 months easily.",1525478400,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/05,0.003457945524821214
458,1286,5,"05 4, 2018",A173YMJ9XFVRSY,B00B95PWFS,Amazon Customer,"Product would be best for those with white skin and peach undertones.
Light beige is more muddy looking than the picture suggests.
I honestly would not recommend this brand for persons of color. If that is not you, it is a five star product.",1525392000,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/04,0.003457945524821214
459,1287,5,"05 3, 2018",A39H1GO9E3YQIB,B00B95PWFS,a,"I have dry skin, so my biggest anticipation with this foundation was its claim of hydration. I applied it without my usual facial lotion, and my skin never felt tight as often happens without lotion, and it remained smooth all day, so that right there is a win for me.

The shade is much lighter than what Ive been wearing lately, but once blended in it looks very natural, covers well, and even hides some of my darker and redder spots better than my darker powder foundations have been. I was also able to actually see my blush better without having to apply multiple layers. It seems to remove easily with makeup remover or a good old face wash, but doesnt smear on cloth or people.

Not sure how long this small and definitely premium-cost container will last, especially as I haven't yet gotten the hang of squirting just enough so Im probably using more foundation than needed. And then theres excess creeping out, but that may be worth it to some people. All in all, I thought this was a good, premium foundation.",1525305600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/03,0.012811179191865156
460,1288,4,"05 3, 2018",A2F540P3L6P5CL,B00B95PWFS,Misfit,"I do like this product and it goes on easily, but be careful to putting too much on at once. At least for me, it didn't blend well, but I've got terribly dry skin at times and I need some moisture down on the skin before attempting to apply any makeup at all. That said, this applies beautifully to say my hand or lower arm that isn't quite as dry.",1525305600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/03,0.012811179191865156
461,1289,5,"05 3, 2018",A3KWR8J6CUUU63,B00B95PWFS,Mimi,I have used a couple of La Roche-Posay products and everytime I am impressed by the quality. This Hydrating Watercream Foundation with Hyaluronic Acid for Normal to Dry Skin really does even out and illuminates my skin. It provides hydration without making my skin feel too heavy. It went on easily and stayed put all day. Happy to have found another great make up brand and product.,1525305600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/05/03,0.012811179191865156
462,1290,2,"04 28, 2018",A19RDMX22VXXSD,B00B95PWFS,Biblique,"I ordered this thinking it was going to be a good match to my complexion.  I have warmer skin with yellow tones and I have used Loreals honey beige true match foundation, which matches really well.  This honey beige is really dark and more peachy than honey. It did not match well with my complexion at all.

It was also rather thin and did not cover very well. I couldn't really use it to see how long it lasted because my face looked horrendous with on (as it was too dark) so I cant comment on its staying power.  A plus was that it was fragrance free, as promised.",1524873600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/28,-0.008187490859429467
463,1291,5,"04 28, 2018",A1I6U5AQAT3ZG9,B00B95PWFS,E. B. MULLIGAN,"Medium coverage formula. Made for sensitive, intolerant, allergy-prone skin. One ounce lasts a really long time. I have gotten away from brushless direct application foundation and enjoyed using this product at home. Instructions are to use after applying a facial moisturizer, SPF, and concealer, while i use the foundation then the concealer.

l'oral-answers/the-question-of-animal-testing: La Roche-Posay/L'Oral themselves do not test on animals anywhere in the world, nor does it delegate the task to others.  L'Oreal does sell  products to China, which may or may not test any given product on animals.",1524873600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/28,-0.008187490859429467
464,1292,4,"04 28, 2018",A1UQUDT2Q0YENM,B00B95PWFS,Michael,"My wife thinks the foundation is pretty nice, but the honey beige was too dark. She thought that honey would be a lighter beige but actually it's darker than beige and almost a light brown. It does seem to cover and lay well on the face, but since the color was wrong she didn't do more than try it.",1524873600,2.0,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/28,-0.008187490859429467
465,1293,3,"04 27, 2018",AMB2Z4FMDBWQY,B00B95PWFS,VIDFAN,"I received the ""Golden Beige"" color. This is darker than my normal skin tone, so it makes me look like I've gotten a slight tan. The foundation is fairly thick but goes on smoothly. The opening is on the bottom, so it comes out easily, though you may end up using more than necessary. I'm not crazy about it but it doesn't irritate my skin. I plan to mix it with a lighter shade so that it approximates my skin tone more.",1524787200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/27,-0.008187490859429467
466,1294,3,"04 27, 2018",A26JLTTRXIY6OI,B00B95PWFS,Ellen M. Jones,The color is nice but not crazy about this,1524787200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/27,-0.008187490859429467
467,1295,3,"04 27, 2018",A30ODR6WBE61UB,B00B95PWFS,"Gina Pera, Adult ADHD Expert and Author","If you have relatively flawless skin and seek mild cover without SPF protection, this product might be for you.  It goes on easily, has no detectable fragrance, and doesn't seem to pool in wrinkles.

For me, with my ""aging"" and ""somewhat blotchy"" skin, it did very little.",1524787200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/27,-0.008187490859429467
468,1296,3,"04 27, 2018",A3QKYFU781YTKU,B00B95PWFS,Sue B,This Toleriane Teint Hydrating watercream foundation by La Roche-Posay was a disappointment.  The honey beige color is very very dark.  I was expecting something much lighter.  I would call it closer to brown than beige.  It's much too dark for my coloring.  The foundation is easy enough to apply and goes on smoothly but it has a slight chemical smell that I found very off putting - sort of like a burning plastic odor.  My advice is to find somewhere you can test the colors in person against your skin tone before purchasing otherwise you may be disappointed with your choice.,1524787200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/27,-0.008187490859429467
469,1297,5,"04 25, 2018",A19KLUZ1XD3SRN,B00B95PWFS,Gaby at Starting Fresh blog,I don't usually wear foundation but this La Roche Posay Watercream Foundation feels very light on the skin while providing good matte coverage.  I love that it is fragrance free and hypo allergenic. It can be applied easily and comes out well even without much practice.  It is one of my favorite foundations.,1524614400,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/25,0.010434204752046693
470,1298,3,"04 25, 2018",AK3402G7FO7AY,B00B95PWFS,JMK,"The color was darker than I expected. I know it's hard to tell on the computer what a product will look like in person, but I thought this would be a lighter shade than it turned out to be (not what I expected a ""honey beige"" to be). I like that it is fragrance free. The product claims to be ""hydrating"", however I did not find that it did any difference in terms of hydration than my current foundation. I have very dry skin, so maybe it will work better for someone who is not starting out with dry skin to begin with. It's a small (1 fl oz) squeeze tube, that would be good for traveling, but it's pricey for a foundation.  I suggest that you take a look at the shades of this product in a store to see which one is right for you, then you can go back online to compare pricing.",1524614400,2.0,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/25,0.010434204752046693
471,1299,5,"04 23, 2018",A279A4Y2N1CQ26,B00B95PWFS,Crestviewer,This foundation is great. It is easy to apply and provides very good coverage. It makes my skin look even but not like I have a lot of makeup on. I really like this product.,1524441600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/23,-0.013380561466416821
472,1300,5,"04 23, 2018",AZ9N3928BGQ0E,B00B95PWFS,Natchmo,"This  product is much better than I expected.  It is light, not heavy to use or apply, and makes my face look clearer than it is really is.  It provides an even tone and a healthy looking skin.  I love it, as it does not clog my pores,  Mrs. Natchmo",1524441600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/23,-0.013380561466416821
473,1301,5,"04 23, 2018",A2ZGPAIV64KOYU,B00B95PWFS,Curious Epicure,"I prefer lightweight foundations on the sheer side, and this fits this bill really nicely.

This has wonderful coverage - it looks as though you've used a primer underneath.

It also goes on easily, blends in without creating lines, and stays on. (I use a foundation brush, which I believe works better than anything else).

My only complaint is that it is hard to tell which color to get by just looking at the photos. My skin color is fair and cool, but I usually go slightly darker to avoid looking like a ghost. I got the Sand color which is unfortunately a bit too dark and warm-toned for my just-emerging-from-winter skin color. I am pretty sure the color will work in the summertime when my skin gets darker anyway, but for now I feel I erred with the color. I wish there was a better description of the colors or underlying tones.

Two others that I like quite a lot and can compare this to are Clinique's Even Better Glow and Lumene's Instant Glow Beauty Serum.
Lumene's is thinner consistency and sheerer than this, which is more like the Clinique product. The Sand color is similar to Clinique's"" Honey"", if that helps anyone.",1524441600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/23,-0.013380561466416821
474,1302,4,"04 23, 2018",A2VWE5SGNDS8HW,B00B95PWFS,tachi1,"If the color had been a better match for me, it would have been almost perfect. Its possible that, as I get a little darker in the summer, it might be a better match. Right now, I had to remove some of it (using a slightly moist cotton pad) because it was a poor match for my skin color. The light beige color, which sounds like it should be a good match for me is OK in intensity but leans towards a light-colored band aid color that has too much tint for my skin. Objectively speaking, I have more yellow in my skin and this shade has more brownish-pink.

It is easy to apply. It goes on smoothly without leaving tracks or demarcation lines. The more you smooth it on, the better it absorbs. I like the way it evens out skin color. I have tiny little red veins that make me look as if Im overdoing the blush powder and this crme covers it up without a painted-on look (even though it is less yellow than it should be). It also fills the pores just enough for smoothness and without looking artificial. I have very dry skin, but it feels light when wearing it and is easy to remove at the end of the day. Even though I was at an outdoor event that started during a warm late afternoon and went on to around 11 in the evening, the coverage was undisturbed by sweating or the passage of time. Photographs taken (with a lens that is very unforgiving) looked natural and did not reflect flash spots. Many friends commented on how good and relaxed I looked and asked if I had lost weight. Go figure!

The one star that I took off a perfect rating was not for the color mis-match. It is because it is only a finish. Granted, it is a good finisha little face powder and maybe blush and you're at your absolute best. But it doesnt contain SPF protection (a must in Florida) or a moisturizer (although, frankly, it feels soft as if it doesmaybe its the hyaluronic acid?). You must first lay a foundation of those basic products and then add this as the final touchtoo many steps for everyday use. This makes it somewhat less practical and more labor intensive than an all-in-one product. Its something I will use for special occasions when I want to look really good for a really long time.",1524441600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/23,-0.013380561466416821
475,1303,4,"04 23, 2018",A3QL857ALV5RCJ,B00B95PWFS,Tamara Thorne,"I rarely wear foundation, but when I do, I want something light that will basically blend in the slight red spots on my extremely fair skin. La Roche-Posays Watercream Foundation does the trick for me.

As skin ages, it becomes more difficult to find foundation makeup that doesn't make you look even older; it tends to sink into fine lines and highlight them. This foundation doesn't do that. Also, it blends so well with my natural skin color that I can use it as a concealer on problem spots without having to cover my entire face with the product.

I've been avoiding foundation for years because it always shows. I'm so glad to have finally found something that doesn't - it does exactly what I need it to do and nothing more.  Plus, it's fragrance-free - and that makes it pretty perfect.",1524441600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/23,-0.013380561466416821
476,1304,4,"04 22, 2018",APCSV85SWASN2,B00B95PWFS,Word Lover,"I've had an excellent experience with La-Roche Posay foundation. For daytime use I prefer their BB Blur, because it contains sunscreen, but for evening, this water-cream foundation is a great alternative. Covers well. Worth the price.",1524355200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/22,5.623151071356609e-05
477,1305,5,"04 22, 2018",A1UC3OP4QI0RRU,B00B95PWFS,NAC,"I love, love, love this product. I don't wear a base layer on my face often, so I was a little nervous to try it out. When I firs squeezed a little onto my fingertips, I was nervous by the consistency and richness of color. But - it applied like a dream. It's thicker than BB cream, but lighter than liquid foundation. After applying, and smoothing out, my skin looked stunning - it gave me a flawless kind of a glow.

This is my new favorite makeup product. I will definitely be ordering more of it when this one runs out.",1524355200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/22,5.623151071356609e-05
478,1306,5,"04 22, 2018",A3EXIZWHSNVNME,B00B95PWFS,Cynthia,"Ive tried a few other shades of this foundation and they were all too dark but this ivory shade was perfect.  It goes on lightly but somehow provides a lot of coverage so it looks natural.  Its not drying and doesnt settle into the on very minuscule wrinkle I have.  A little goes a long way. It evens out you skin tone and covers any discoloration you maya have.  Its not drying or greasy, its just right.",1524355200,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/22,5.623151071356609e-05
479,1307,3,"04 21, 2018",A3Z9QN0RCOHEY,B00B95PWFS,My 2 Cents,"Although the color was a good match to my skin, the overall texture and look once applied was too heavy for my liking. It looked like I had makeup on( my normal foundation looks more natural). It did conceal 2 brown spots I have but, just too heavy overall. Not for me.",1524268800,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/21,5.623151071356609e-05
480,1308,1,"04 21, 2018",AY1EF0GOH80EK,B00B95PWFS,Natasha Stryker,"This was bright orange and nothing like the color sample provided. This went on smoothly, but then I looked like a Cheeto-faced maniac. It didn't smell spoiled or unpleasant, so I assumed this is the color they ship intentionally -- which is a sad and misleading shade of nuclear fake tan.

I suggest that you find a store that this is offered at and try it on first before ordering, otherwise you may end up looking ripe for juicing :P",1524268800,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/21,5.623151071356609e-05
481,1309,4,"04 21, 2018",A2YB7DLC3FOR7W,B00B95PWFS,Pamela V,"LA Roche-Posay water/cream foundation offers excellent coverage and blends easily your fingertip.  The liquid is creamy and easy to dispense small amounts from the tube.  This 30 ml tube, while it may seem small to some people, will last me a good 6 months, if not longer, as a small amount of this product goes a long way.  This feels light on my face, as it should because I only dabbed with my fingertip twice, to cover problem areas.

Honey is a bit darker than I would have expected.  I would choose a lighter shade with this brand next time.",1524268800,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/21,5.623151071356609e-05
482,1310,3,"04 20, 2018",A3G5MOHY1U635N,B00B95PWFS,Eagle Eyes,"The tube has a small nozzle which makes it easy to control the amount dispensed.  The coverage is good and the color is even.  Lasts all day.  Despite what it seems, the tube is non-transparent so you can't really tell the color just by looking at the tube.  The color name is printed on the tube, but, if you use different colors, it would be nice to be able to tell the color of  the toner by the color of the container.",1524182400,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/20,5.623151071356609e-05
483,1311,5,"04 19, 2018",A7EK88GF8N40F,B00B95PWFS,Amazon Customer,"Excellent! Great coverage with just a very thin layer...essentially, a big drop is enough to cover my face. I love that such a thin layer hides flaws and evens out my skin tone.
No shine, nice and matte.
It washed off easily and never changed coverage or texture as the day wore on.
No sun protection, though, so you still need a sunscreen underneath. I highly recommend La Roche Posay, completely non greasy and very effective.
I always steered clear of liquid foundation as it seemed so artificial or gunky, but this is light and flattering.
The Ivory color is great for my light/pale complexion.",1524096000,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/19,-0.00853653221299152
484,1312,4,"04 18, 2018",AT28RL25Q2OLK,B00B95PWFS,ReconScout,"This is one of our favorites so far.  It is not pasty and applies evenly and consistently.  This is a very good shade for 3 women in our family.  This compares slightly better (in our opinion) to MAC though the MAC line seems to provide slightly better coverage depending on skin type.  Overall, we like this foundation.",1524009600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/18,-0.00572612477578998
485,1313,5,"04 18, 2018",A1BDARA133DP91,B00B95PWFS,TomSTPete,"Very good foundation, works on oily skin and dry, my daughter has oilier skin as a tween and both her and wife said it was super easy to apply and works great.
I even tried some and no irritation at all.
As good as the more ""famous"" brands",1524009600,,"La Roche-Posay Toleriane Teint Water-Cream Liquid Foundation, 1 Fl. Oz.",Luxury Beauty,$30.00,2018/04/18,-0.00572612477578998
