	overall	reviewTime	reviewerID	asin	reviewerName	reviewText	unixReviewTime	vote	title	also_buy	rank	main_cat	price
70	5	"03 1, 2018"	A17J7JPR7XL9MD	1495443043	Ada L Rodriguez	Love it!	1519862400		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
71	4	"02 26, 2018"	A1FTB3KM7X78OX	1495443043	DAA	"I have gotten several books by Ava Miles, but hadn't read one till now. Love her country sense in this book. The recipes are marked to make later. In this story the hero was a zero in the beginning. He was a CD singer who had hidden his roots from his fans. He hired a new chef to cook his meals. She wasn't going to fall for his 'charm' like others had. Their relationship goes into overdrive when he goes home and take her with him. Will she be able to heal him and his family? Or will he revert back to his old ways?"	1519603200		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
72	5	"02 25, 2018"	A1S33QEDU5QMBQ	1495443043	Kindle Customer	"Had a hard time getting into this book at first,  it took a few chapters.  So glad I kept reading!  Story has it all,  heart break, family problems, unhappy children and a sweet love story.  Can't wait to continue the story!"	1519516800		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
73	5	"02 24, 2018"	A1D9J9HLPNK983	1495443043	I love the game	Love the book	1519430400		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
74	5	"02 18, 2018"	A1XQOT9N979LW6	1495443043	pumachug	"A delightful, well written, intelligent book. The plot--like the main characters--was complex and well crafted. I found it to be a delight to read AND it will not be the last book by this author that I enjoy! Thanks for a great book."	1518912000		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
75	4	"02 13, 2018"	A3QYQ4GI3P7VQH	1495443043	Nelda Harden	Great book	1518480000		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
76	5	"02 12, 2018"	AT6OBQUQNKS7V	1495443043	probinson	"It was great, did not want to put it down. Love the story line and loved the characters."	1518393600		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
77	4	"02 12, 2018"	A1P1C5PXR0XQEX	1495443043	Bernie Bodine	"A good read, will check out her other books."	1518393600		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
78	5	"02 11, 2018"	A1YHZB18MNU9PO	1495443043	P. D. Rachuba	"This is a new author to me. I received Country Heaven Book 1 in the Dare River series Free. What a great read, with yummy recipes thrown in! Im looking forward to reading book 2 in the series"	1518307200		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
79	5	"02 10, 2018"	A2FJ09LQJCC4DN	1495443043	Amazon Customer marie	Very well written and a very nice read	1518220800		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
80	5	"02 1, 2018"	A3CX62IYT92FNL	1495443043	Teresa T.	Great book! I absolutely loved all the recipes & song inserts. Can't wait to try some odd the recipes. Well written too.	1517443200		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
81	2	"01 25, 2018"	A320LY1B0IOSL9	1495443043	Kindle Customer	The story line was good but I don't like books that encourage sexual immorality. In my opinion the book would be better without all the detailed emphasis on sex and would set a higher standard for young people.	1516838400		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
82	5	"01 25, 2018"	A1LSEKLDIXYTLZ	1495443043	Miss Pamela M. Gardner	The story grabbed me from page one and I couldn't put it down. The recipes included looked interesting and I will definitely try to make some of them.  I am looking forward to reading the rest of the series.	1516838400		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
83	5	"01 23, 2018"	AC608U7ZEEHRB	1495443043	Brenda Loyd	"First time reading this author and it won't be my last! Ordered more of this series and couldn't put them down lol! Very realistic, engaging, I laughed, I cried and enjoyed! I will look into other series when I finish these."	1516665600		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
84	5	"01 20, 2018"	A2OEAD1W2DPWO6	1495443043	TAMMY HAHN	"Country heaven is a great read full of romance, family, food, and intertwined relationships. The story is written where you hope for the best, but really aren't sure of how the characters will intermingle. I love the unpredictability of the main character and the type of woman she is.
Love triumphs in the end and would love to see this book turn into a movie!"	1516406400		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
85	4	"01 19, 2018"	A2CDL44W23FJUY	1495443043	Suzette Titus	Typical romance novel. Nothing fantastic. Easy read. It was a good book for passing time without getting real involved in what you are reading.	1516320000		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
86	3	"01 17, 2018"	ADZUQD2IHEZTV	1495443043	Bill	ok	1516147200		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
87	5	"01 11, 2018"	A3FRS9GK79ZCAE	1495443043	MM of ME	"Followed the formula,but Miles is a cut above other authors in this genre. Well developed characters and a storyline that pulls you in. No overdone sex scenes. Great writer, but her recipes can lack specific measurements and other details, if you are going to add the recipes. Plz check them for accuracy. Wouldn't buy a cookbook from this author, but would consider her other fiction for sure."	1515628800		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
88	5	"01 11, 2018"	A3QCZH6NW5E9XM	1495443043	Carole Corbin	Well written story that showed the ruff time song writers go through to reach fame. Liked the romance that characters developed. Will read more of her books.	1515628800		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
89	4	"01 11, 2018"	A3GQUX5KPXBPXC	1495443043	Dee	Quick read with quirky characters.	1515628800		Country Heaven (Dare River)	"['1940565111', '1940565286', '1940565405', '1940565510', '1940565960', '1492110159', '1949092054', '1492271012', '1940565464', '1940565553', '1940565278', '1940565456', '1940565154', '194056509X', '1940565480', '1497398533', '1940565316', '1335474609', '077836805X', '1503902358', '1940565421', '1503949206', '0778369951', '0751575631', '1612186009', '0991499727', '0999528440', '1984833561', '1503904393', '0999528408', '1335005684', '1335947930', '0399179267', '1335474633', '1335007016', '0399181288', '1335949356', '1335946470', '1503903435', '1496720849', '0062741837', '1420135740', '1501154419', '1723467987', '0399586326', '1477848762', '0778369757', '0525631771', '1501144901', '0778313476', '1786812053', '0373799357', '0399181229', '0399181253', '1538744228', '0778330761', '1335971831', '006269202X', '037328246X', '0999528432', '0778330443', '0062448145', '1455520608', '0778314790', '0778319784', '1496720830', '077830759X', '0999299611', '0062468278', '0373282494', '1250131723', '071808425X', '0778331148', '161218507X', '1420149318', '0373802501', '1501125524', '1503951731', '0997341521', '0718084225', '1420140086', '006108185X', '0373799330', '1949092038', '1250161592', '1250122953', '1250161568', '0735220697', '1508956162', '1505395305', '1516863550', '1523320656', '1942002351', '0990482235']"	"499,957 in Books ("	Books	$12.99 
